net,length_um
regfile_inst.registers\[29\]\[14\],18.54
regfile_inst.registers\[5\]\[4\],18.53
_1808_,18.525
regfile_inst.registers\[11\]\[19\],18.5
regfile_inst.registers\[31\]\[12\],18.49
regfile_inst.registers\[27\]\[4\],18.45
regfile_inst.registers\[11\]\[24\],18.44
regfile_inst.registers\[4\]\[0\],18.44
regfile_inst.registers\[18\]\[7\],18.41
regfile_inst.registers\[15\]\[21\],18.4
regfile_inst.registers\[17\]\[16\],18.4
regfile_inst.registers\[19\]\[24\],18.4
regfile_inst.registers\[21\]\[0\],18.4
_2719_,18.36
regfile_inst.registers\[3\]\[28\],18.36
_2498_,18.32
regfile_inst.registers\[23\]\[16\],18.32
regfile_inst.registers\[3\]\[4\],18.32
regfile_inst.registers\[7\]\[18\],18.32
_1863_,18.3
regfile_inst.registers\[12\]\[13\],18.3
regfile_inst.registers\[19\]\[18\],18.3
_1219_,18.28
regfile_inst.registers\[11\]\[11\],18.28
regfile_inst.registers\[1\]\[16\],18.28
_2759_,18.24
regfile_inst.registers\[3\]\[20\],18.24
regfile_inst.registers\[6\]\[27\],18.215
regfile_inst.registers\[23\]\[12\],18.2
regfile_inst.registers\[5\]\[18\],18.2
regfile_inst.registers\[22\]\[11\],18.185
_2075_,18.18
regfile_inst.registers\[30\]\[6\],18.17
regfile_inst.registers\[5\]\[31\],18.16
inputB[3],18.15
_1265_,18.14
regfile_inst.registers\[8\]\[9\],18.12
_1289_,18.1
_2380_,18.08
_0111_,18.065
_1819_,18.06
_2649_,18.06
_3848_,18.06
regfile_inst.registers\[23\]\[18\],18.06
_1814_,18.04
regfile_inst.registers\[19\]\[28\],18.04
regfile_inst.registers\[26\]\[6\],18.035
regfile_inst.registers\[14\]\[7\],18.025
_1759_,18.02
net101,18.02
regfile_inst.registers\[6\]\[28\],18.01
_1510_,17.98
regfile_inst.registers\[13\]\[24\],17.98
regfile_inst.registers\[17\]\[23\],17.98
regfile_inst.registers\[9\]\[22\],17.98
net83,17.98
net1069,17.98
regfile_inst.registers\[23\]\[2\],17.96
regfile_inst.registers\[19\]\[15\],17.95
regfile_inst.registers\[21\]\[11\],17.94
regfile_inst.registers\[4\]\[3\],17.94
regfile_inst.registers\[9\]\[20\],17.94
_1695_,17.9
regfile_inst.registers\[25\]\[15\],17.9
regfile_inst.registers\[27\]\[26\],17.9
net105,17.9
regfile_inst.registers\[18\]\[4\],17.87
regfile_inst.registers\[2\]\[30\],17.865
regfile_inst.registers\[29\]\[11\],17.86
regfile_inst.registers\[3\]\[15\],17.86
_2085_,17.84
_2702_,17.82
regfile_inst.registers\[21\]\[23\],17.82
regfile_inst.registers\[0\]\[23\],17.8
regfile_inst.registers\[26\]\[22\],17.8
regfile_inst.registers\[28\]\[16\],17.8
regfile_inst.registers\[23\]\[10\],17.78
regfile_inst.registers\[23\]\[31\],17.78
_2716_,17.74
regfile_inst.registers\[12\]\[8\],17.74
regfile_inst.registers\[19\]\[31\],17.74
_1491_,17.72
regfile_inst.registers\[13\]\[17\],17.72
regfile_inst.registers\[29\]\[2\],17.72
_2305_,17.705
regfile_inst.registers\[16\]\[28\],17.7
regfile_inst.registers\[23\]\[24\],17.68
regfile_inst.registers\[18\]\[6\],17.65
_2425_,17.64
regfile_inst.registers\[6\]\[26\],17.635
_1850_,17.615
regfile_inst.registers\[29\]\[30\],17.6
regfile_inst.registers\[3\]\[0\],17.58
inputB[0],17.57
regfile_inst.registers\[7\]\[12\],17.53
_1535_,17.52
regfile_inst.registers\[0\]\[1\],17.52
regfile_inst.registers\[1\]\[5\],17.52
regfile_inst.registers\[15\]\[26\],17.515
regfile_inst.registers\[2\]\[19\],17.51
regfile_inst.registers\[18\]\[15\],17.49
regfile_inst.registers\[7\]\[24\],17.48
_1235_,17.46
regfile_inst.registers\[26\]\[25\],17.45
_1802_,17.44
_2805_,17.44
regfile_inst.registers\[12\]\[27\],17.44
regfile_inst.registers\[15\]\[23\],17.44
regfile_inst.registers\[31\]\[5\],17.44
regfile_inst.registers\[3\]\[23\],17.44
_1857_,17.42
regfile_inst.registers\[19\]\[22\],17.42
regfile_inst.registers\[10\]\[26\],17.41
regfile_inst.registers\[2\]\[13\],17.41
regfile_inst.registers\[13\]\[11\],17.4
regfile_inst.registers\[31\]\[26\],17.4
regfile_inst.registers\[3\]\[24\],17.4
regfile_inst.registers\[4\]\[26\],17.38
regfile_inst.registers\[17\]\[7\],17.36
regfile_inst.registers\[31\]\[18\],17.36
regfile_inst.registers\[26\]\[18\],17.33
regfile_inst.registers\[11\]\[13\],17.32
regfile_inst.registers\[20\]\[24\],17.28
regfile_inst.registers\[21\]\[28\],17.28
regfile_inst.registers\[19\]\[11\],17.26
regfile_inst.registers\[29\]\[4\],17.26
regfile_inst.registers\[24\]\[17\],17.24
regfile_inst.registers\[9\]\[26\],17.24
_2013_,17.22
_2263_,17.22
regfile_inst.registers\[27\]\[17\],17.22
regfile_inst.registers\[26\]\[27\],17.215
regfile_inst.registers\[29\]\[20\],17.2
regfile_inst.registers\[17\]\[14\],17.18
regfile_inst.registers\[10\]\[11\],17.17
regfile_inst.registers\[2\]\[25\],17.17
regfile_inst.registers\[11\]\[4\],17.16
regfile_inst.registers\[13\]\[7\],17.16
regfile_inst.registers\[11\]\[22\],17.14
_2312_,17.12
regfile_inst.registers\[15\]\[18\],17.12
inputB[5],17.11
regfile_inst.registers\[18\]\[18\],17.09
_2157_,17.08
regfile_inst.registers\[18\]\[21\],17.07
_2481_,17.06
regfile_inst.registers\[16\]\[8\],17.06
regfile_inst.registers\[5\]\[15\],17.06
_0879_,17.045
regfile_inst.registers\[27\]\[15\],17.04
regfile_inst.registers\[26\]\[0\],17.03
_2056_,17.02
_2738_,17.02
regfile_inst.registers\[4\]\[27\],17.02
regfile_inst.registers\[9\]\[27\],17.02
regfile_inst.registers\[9\]\[29\],17.02
regfile_inst.registers\[26\]\[1\],16.995
regfile_inst.registers\[10\]\[13\],16.975
regfile_inst.registers\[6\]\[17\],16.95
regfile_inst.registers\[4\]\[14\],16.92
regfile_inst.registers\[14\]\[31\],16.9
regfile_inst.registers\[19\]\[27\],16.9
regfile_inst.registers\[15\]\[17\],16.88
_1575_,16.86
_2388_,16.84
_3083_,16.84
regfile_inst.registers\[27\]\[3\],16.84
regfile_inst.registers\[5\]\[8\],16.84
regfile_inst.registers\[22\]\[20\],16.83
regfile_inst.registers\[11\]\[5\],16.82
regfile_inst.registers\[12\]\[24\],16.82
regfile_inst.registers\[28\]\[30\],16.82
regfile_inst.registers\[8\]\[14\],16.8
regfile_inst.registers\[16\]\[11\],16.78
regfile_inst.registers\[18\]\[1\],16.775
_1760_,16.76
_2438_,16.76
regfile_inst.registers\[31\]\[28\],16.74
_2296_,16.7
regfile_inst.registers\[26\]\[13\],16.69
regfile_inst.registers\[2\]\[14\],16.69
_1498_,16.68
regfile_inst.registers\[16\]\[29\],16.68
regfile_inst.registers\[5\]\[5\],16.68
regfile_inst.registers\[9\]\[5\],16.68
_1467_,16.66
_1994_,16.66
_2765_,16.66
regfile_inst.registers\[20\]\[31\],16.66
regfile_inst.registers\[3\]\[26\],16.66
regfile_inst.registers\[31\]\[27\],16.64
_3573_,16.62
regfile_inst.registers\[27\]\[2\],16.61
regfile_inst.registers\[0\]\[8\],16.6
regfile_inst.registers\[12\]\[18\],16.6
regfile_inst.registers\[21\]\[21\],16.6
regfile_inst.registers\[23\]\[20\],16.6
regfile_inst.registers\[7\]\[16\],16.6
regfile_inst.registers\[2\]\[3\],16.575
regfile_inst.registers\[12\]\[11\],16.56
_1312_,16.54
_2568_,16.52
regfile_inst.registers\[27\]\[19\],16.52
_2039_,16.49
_3080_,16.49
_1965_,16.48
regfile_inst.registers\[13\]\[27\],16.48
regfile_inst.registers\[21\]\[22\],16.48
regfile_inst.registers\[12\]\[23\],16.46
regfile_inst.registers\[24\]\[7\],16.46
_2381_,16.44
_2837_,16.42
regfile_inst.registers\[5\]\[11\],16.42
regfile_inst.registers\[9\]\[9\],16.42
regfile_inst.registers\[18\]\[16\],16.415
regfile_inst.registers\[13\]\[29\],16.4
regfile_inst.registers\[25\]\[22\],16.4
regfile_inst.registers\[31\]\[22\],16.4
regfile_inst.registers\[22\]\[0\],16.39
regfile_inst.registers\[8\]\[22\],16.38
regfile_inst.registers\[17\]\[12\],16.36
regfile_inst.registers\[21\]\[20\],16.34
_3965_,16.32
regfile_inst.registers\[15\]\[0\],16.32
regfile_inst.registers\[9\]\[13\],16.32
_1539_,16.3
_0656_,16.285
_3209_,16.28
regfile_inst.registers\[22\]\[28\],16.28
regfile_inst.registers\[10\]\[5\],16.275
_1331_,16.26
_2082_,16.26
_1180_,16.2
regfile_inst.registers\[1\]\[11\],16.2
_1618_,16.18
_2752_,16.18
_2773_,16.18
regfile_inst.registers\[18\]\[0\],16.175
_1883_,16.16
regfile_inst.registers\[27\]\[7\],16.16
inputA[14],16.15
_2042_,16.14
regfile_inst.registers\[0\]\[24\],16.14
regfile_inst.registers\[15\]\[29\],16.12
_2801_,16.1
regfile_inst.registers\[21\]\[13\],16.1
regfile_inst.registers\[23\]\[25\],16.1
regfile_inst.registers\[28\]\[0\],16.1
regfile_inst.registers\[5\]\[1\],16.1
regfile_inst.registers\[8\]\[2\],16.1
regfile_inst.registers\[9\]\[17\],16.1
regfile_inst.registers\[29\]\[5\],16.06
regfile_inst.registers\[3\]\[12\],16.06
regfile_inst.registers\[22\]\[6\],16.035
regfile_inst.registers\[13\]\[21\],16.02
regfile_inst.registers\[13\]\[31\],16.02
regfile_inst.registers\[31\]\[11\],16.02
regfile_inst.registers\[23\]\[27\],16
net1035,16
regfile_inst.registers\[30\]\[1\],15.995
regfile_inst.registers\[6\]\[12\],15.995
regfile_inst.registers\[27\]\[28\],15.98
regfile_inst.registers\[9\]\[2\],15.98
regfile_inst.registers\[9\]\[30\],15.98
regfile_inst.registers\[15\]\[24\],15.95
regfile_inst.registers\[18\]\[13\],15.935
regfile_inst.registers\[24\]\[10\],15.93
_1592_,15.92
_1666_,15.92
regfile_inst.registers\[12\]\[2\],15.92
regfile_inst.registers\[10\]\[23\],15.89
regfile_inst.registers\[6\]\[11\],15.89
_2625_,15.88
regfile_inst.registers\[14\]\[24\],15.88
regfile_inst.registers\[28\]\[1\],15.88
regfile_inst.registers\[31\]\[14\],15.84
regfile_inst.registers\[26\]\[7\],15.835
_2204_,15.8
regfile_inst.registers\[18\]\[12\],15.795
regfile_inst.registers\[26\]\[16\],15.795
outputC[0],15.77
_1123_,15.68
regfile_inst.registers\[1\]\[13\],15.68
regfile_inst.registers\[21\]\[1\],15.68
regfile_inst.registers\[21\]\[27\],15.68
_2589_,15.67
_1865_,15.64
_1989_,15.64
_2657_,15.64
regfile_inst.registers\[4\]\[28\],15.64
_1908_,15.62
_2239_,15.6
regfile_inst.registers\[1\]\[27\],15.6
regfile_inst.registers\[31\]\[3\],15.6
regfile_inst.registers\[4\]\[19\],15.6
regfile_inst.registers\[9\]\[15\],15.6
regfile_inst.registers\[19\]\[14\],15.56
_1597_,15.54
_2105_,15.54
inputB[4],15.53
_1100_,15.52
regfile_inst.registers\[1\]\[19\],15.52
regfile_inst.registers\[20\]\[19\],15.52
regfile_inst.registers\[5\]\[14\],15.52
regfile_inst.registers\[13\]\[8\],15.5
regfile_inst.registers\[0\]\[15\],15.48
regfile_inst.registers\[30\]\[29\],15.48
_3404_,15.46
regfile_inst.registers\[28\]\[4\],15.46
_2266_,15.44
regfile_inst.registers\[10\]\[7\],15.43
regfile_inst.registers\[14\]\[12\],15.43
_2065_,15.42
regfile_inst.registers\[14\]\[22\],15.415
regfile_inst.registers\[4\]\[16\],15.4
regfile_inst.registers\[2\]\[24\],15.37
_1332_,15.34
_1482_,15.34
_1858_,15.34
_2125_,15.34
_2708_,15.32
regfile_inst.registers\[15\]\[2\],15.32
regfile_inst.registers\[28\]\[26\],15.32
_2928_,15.3
_3583_,15.3
regfile_inst.registers\[12\]\[4\],15.3
regfile_inst.registers\[22\]\[18\],15.295
_2028_,15.28
regfile_inst.registers\[26\]\[14\],15.25
_2515_,15.22
_3652_,15.22
regfile_inst.registers\[21\]\[4\],15.22
regfile_inst.registers\[28\]\[17\],15.22
regfile_inst.registers\[3\]\[7\],15.22
_2616_,15.2
regfile_inst.registers\[12\]\[14\],15.2
_1191_,15.18
_1881_,15.18
regfile_inst.registers\[1\]\[0\],15.18
regfile_inst.registers\[20\]\[4\],15.18
regfile_inst.registers\[29\]\[26\],15.18
regfile_inst.registers\[31\]\[20\],15.18
regfile_inst.registers\[4\]\[5\],15.18
regfile_inst.registers\[0\]\[27\],15.14
regfile_inst.registers\[27\]\[27\],15.14
regfile_inst.registers\[27\]\[6\],15.14
regfile_inst.registers\[19\]\[0\],15.1
regfile_inst.registers\[28\]\[31\],15.1
regfile_inst.registers\[3\]\[5\],15.08
_1950_,15.06
_2141_,15.06
regfile_inst.registers\[16\]\[3\],15.06
regfile_inst.registers\[17\]\[11\],15.06
regfile_inst.registers\[21\]\[17\],15.06
regfile_inst.registers\[29\]\[24\],15.04
net639,15.04
regfile_inst.registers\[18\]\[23\],15.01
regfile_inst.registers\[12\]\[20\],15
regfile_inst.registers\[30\]\[2\],14.995
_2116_,14.98
regfile_inst.registers\[24\]\[26\],14.98
regfile_inst.registers\[7\]\[10\],14.98
net1143,14.98
_1411_,14.96
_2254_,14.96
regfile_inst.registers\[21\]\[30\],14.96
regfile_inst.registers\[26\]\[4\],14.955
_1837_,14.92
_2494_,14.92
_3255_,14.9
regfile_inst.registers\[29\]\[15\],14.9
_2176_,14.88
_3560_,14.88
regfile_inst.registers\[19\]\[10\],14.88
regfile_inst.registers\[28\]\[9\],14.88
_4072_,14.86
regfile_inst.registers\[15\]\[8\],14.85
regfile_inst.registers\[4\]\[22\],14.84
regfile_inst.registers\[14\]\[9\],14.825
regfile_inst.registers\[31\]\[0\],14.82
_3452_,14.8
_1686_,14.78
_3525_,14.78
regfile_inst.registers\[11\]\[17\],14.76
net891,14.74
regfile_inst.registers\[28\]\[27\],14.72
regfile_inst.registers\[9\]\[14\],14.72
_2782_,14.7
regfile_inst.registers\[1\]\[10\],14.68
regfile_inst.registers\[23\]\[22\],14.68
regfile_inst.registers\[28\]\[21\],14.68
regfile_inst.registers\[30\]\[22\],14.68
regfile_inst.registers\[31\]\[13\],14.68
regfile_inst.registers\[11\]\[15\],14.66
regfile_inst.registers\[26\]\[3\],14.66
RD2[30],14.65
_2727_,14.64
regfile_inst.registers\[2\]\[6\],14.63
_2762_,14.6
regfile_inst.registers\[19\]\[9\],14.6
regfile_inst.registers\[2\]\[0\],14.6
_1906_,14.58
regfile_inst.registers\[6\]\[19\],14.56
regfile_inst.registers\[2\]\[10\],14.555
_2919_,14.54
_0604_,14.535
regfile_inst.registers\[22\]\[7\],14.535
regfile_inst.registers\[17\]\[30\],14.52
regfile_inst.registers\[10\]\[3\],14.515
regfile_inst.registers\[2\]\[16\],14.51
regfile_inst.registers\[7\]\[4\],14.5
regfile_inst.registers\[20\]\[6\],14.48
regfile_inst.registers\[30\]\[13\],14.47
regfile_inst.registers\[13\]\[30\],14.44
regfile_inst.registers\[26\]\[30\],14.43
regfile_inst.registers\[28\]\[13\],14.43
regfile_inst.registers\[28\]\[11\],14.42
regfile_inst.registers\[29\]\[27\],14.42
regfile_inst.registers\[26\]\[9\],14.415
regfile_inst.registers\[14\]\[2\],14.41
_1602_,14.4
_3914_,14.4
regfile_inst.registers\[15\]\[22\],14.4
_1215_,14.38
regfile_inst.registers\[0\]\[4\],14.38
regfile_inst.registers\[16\]\[5\],14.38
regfile_inst.registers\[30\]\[26\],14.375
_0846_,14.365
_1773_,14.36
regfile_inst.registers\[12\]\[29\],14.36
_0978_,14.345
regfile_inst.registers\[2\]\[29\],14.345
_2926_,14.34
_2940_,14.34
_3584_,14.32
_2323_,14.3
regfile_inst.registers\[27\]\[18\],14.3
_0720_,14.285
regfile_inst.registers\[0\]\[7\],14.26
regfile_inst.registers\[23\]\[21\],14.26
regfile_inst.registers\[31\]\[1\],14.26
regfile_inst.registers\[7\]\[2\],14.26
inputA[29],14.25
_1381_,14.24
_2820_,14.24
_2260_,14.22
regfile_inst.registers\[19\]\[4\],14.22
regfile_inst.registers\[27\]\[16\],14.22
regfile_inst.registers\[28\]\[23\],14.22
regfile_inst.registers\[4\]\[23\],14.22
regfile_inst.registers\[8\]\[13\],14.22
regfile_inst.registers\[28\]\[10\],14.2
regfile_inst.registers\[28\]\[20\],14.2
net604,14.2
regfile_inst.registers\[14\]\[18\],14.195
regfile_inst.registers\[21\]\[6\],14.18
regfile_inst.registers\[22\]\[13\],14.17
_0101_,14.165
_0405_,14.165
regfile_inst.registers\[1\]\[24\],14.16
regfile_inst.registers\[0\]\[11\],14.14
regfile_inst.registers\[7\]\[11\],14.14
_2108_,14.08
regfile_inst.registers\[14\]\[15\],14.075
_2307_,14.06
regfile_inst.registers\[30\]\[9\],14.05
_1654_,14.04
_3292_,14.04
_1926_,14.02
regfile_inst.registers\[13\]\[13\],14.02
_1374_,14
_1736_,14
_2503_,14
_2758_,14
regfile_inst.registers\[23\]\[6\],14
regfile_inst.registers\[8\]\[18\],14
_2279_,13.99
regfile_inst.registers\[20\]\[15\],13.97
regfile_inst.registers\[6\]\[21\],13.97
regfile_inst.registers\[14\]\[13\],13.945
_3109_,13.94
regfile_inst.registers\[15\]\[14\],13.94
RD1[29],13.93
_1173_,13.92
regfile_inst.registers\[14\]\[16\],13.89
_1416_,13.86
_1457_,13.86
_3184_,13.86
regfile_inst.registers\[26\]\[17\],13.85
_1855_,13.84
_1947_,13.84
regfile_inst.registers\[9\]\[12\],13.84
regfile_inst.registers\[6\]\[18\],13.835
_0146_,13.825
_2564_,13.805
_1844_,13.8
_3204_,13.8
regfile_inst.registers\[0\]\[18\],13.8
regfile_inst.registers\[28\]\[6\],13.8
regfile_inst.registers\[31\]\[21\],13.76
_1447_,13.74
net1150,13.74
_0742_,13.725
_0975_,13.725
_2291_,13.72
_2361_,13.72
regfile_inst.registers\[26\]\[2\],13.71
regfile_inst.registers\[14\]\[17\],13.695
_2713_,13.68
regfile_inst.registers\[13\]\[14\],13.68
regfile_inst.registers\[19\]\[17\],13.68
regfile_inst.registers\[20\]\[14\],13.68
_2906_,13.64
_3681_,13.62
regfile_inst.registers\[7\]\[21\],13.6
_3471_,13.58
_3913_,13.58
regfile_inst.registers\[28\]\[5\],13.58
regfile_inst.registers\[15\]\[15\],13.56
net1052,13.56
regfile_inst.registers\[29\]\[23\],13.54
regfile_inst.registers\[6\]\[15\],13.54
_1363_,13.5
_3699_,13.5
regfile_inst.registers\[7\]\[15\],13.5
_3445_,13.48
regfile_inst.registers\[15\]\[7\],13.48
regfile_inst.registers\[17\]\[0\],13.48
regfile_inst.registers\[23\]\[0\],13.48
regfile_inst.registers\[23\]\[28\],13.48
_1319_,13.44
_3518_,13.42
_4075_,13.42
_0718_,13.405
_1046_,13.4
_3769_,13.4
_2755_,13.36
regfile_inst.registers\[22\]\[19\],13.35
_1446_,13.34
_2542_,13.34
regfile_inst.registers\[31\]\[2\],13.34
_1582_,13.32
_1818_,13.32
_3205_,13.32
_2179_,13.315
_1984_,13.28
_2483_,13.28
_2689_,13.28
_1338_,13.26
regfile_inst.registers\[27\]\[22\],13.26
regfile_inst.registers\[13\]\[28\],13.24
net826,13.24
regfile_inst.registers\[30\]\[24\],13.225
_1340_,13.22
regfile_inst.registers\[20\]\[17\],13.22
_3786_,13.2
regfile_inst.registers\[30\]\[18\],13.195
regfile_inst.registers\[16\]\[27\],13.18
regfile_inst.registers\[19\]\[23\],13.18
_2295_,13.16
net423,13.16
_1569_,13.14
regfile_inst.registers\[15\]\[4\],13.14
_1291_,13.1
net222,13.1
_3777_,13.08
regfile_inst.registers\[9\]\[1\],13.08
net1125,13.08
regfile_inst.registers\[11\]\[14\],13.06
net507,13.04
_2920_,13.02
_0248_,13.005
_2809_,13
_3705_,12.98
regfile_inst.registers\[30\]\[16\],12.97
regfile_inst.registers\[3\]\[16\],12.97
net867,12.96
_3941_,12.94
_3165_,12.92
regfile_inst.registers\[0\]\[17\],12.92
regfile_inst.registers\[8\]\[12\],12.92
_1049_,12.9
regfile_inst.registers\[19\]\[13\],12.88
net395,12.86
net880,12.86
regfile_inst.registers\[14\]\[0\],12.855
_3680_,12.84
regfile_inst.registers\[19\]\[1\],12.84
regfile_inst.registers\[10\]\[6\],12.825
net1172,12.78
regfile_inst.registers\[14\]\[1\],12.775
regfile_inst.registers\[29\]\[28\],12.76
_1344_,12.74
_3100_,12.74
_3097_,12.72
_1124_,12.71
regfile_inst.registers\[10\]\[4\],12.71
_3687_,12.7
net624,12.7
regfile_inst.registers\[30\]\[31\],12.69
_1946_,12.68
regfile_inst.registers\[23\]\[7\],12.68
inputA[31],12.67
regfile_inst.registers\[30\]\[0\],12.67
_1427_,12.66
_2463_,12.66
_3032_,12.66
regfile_inst.registers\[1\]\[1\],12.66
_1025_,12.64
RD1[28],12.63
_1752_,12.62
outputC[23],12.61
_0447_,12.605
_2292_,12.6
_3949_,12.6
_2829_,12.58
_3627_,12.58
regfile_inst.registers\[14\]\[5\],12.575
_1266_,12.54
_3872_,12.54
_1796_,12.52
_2915_,12.52
_3691_,12.52
_1440_,12.5
_1942_,12.5
_3116_,12.5
_3784_,12.5
net615,12.5
net1110,12.5
inputB[7],12.49
_0972_,12.46
regfile_inst.registers\[20\]\[0\],12.46
regfile_inst.registers\[29\]\[21\],12.46
regfile_inst.registers\[3\]\[19\],12.46
net916,12.46
_3715_,12.44
net1214,12.44
regfile_inst.registers\[30\]\[27\],12.43
regfile_inst.registers\[30\]\[3\],12.43
_1395_,12.42
_2078_,12.42
regfile_inst.registers\[20\]\[9\],12.42
net852,12.42
net1132,12.42
net1213,12.42
_3620_,12.4
_3933_,12.4
_2749_,12.38
_0093_,12.36
_1583_,12.36
net760,12.36
_1231_,12.34
_1376_,12.34
_1552_,12.34
_1595_,12.34
net1226,12.34
regfile_inst.registers\[5\]\[28\],12.3
regfile_inst.registers\[26\]\[23\],12.275
_3706_,12.26
regfile_inst.registers\[11\]\[18\],12.255
regfile_inst.registers\[26\]\[26\],12.25
_2268_,12.24
_2748_,12.24
_3576_,12.24
_2053_,12.22
_2804_,12.22
regfile_inst.registers\[19\]\[7\],12.22
_0299_,12.205
regfile_inst.registers\[25\]\[9\],12.205
net752,12.2
_3814_,12.18
_3969_,12.18
_0050_,12.165
_0348_,12.165
_1468_,12.16
_2511_,12.16
_3945_,12.16
_0244_,12.125
_2659_,12.12
_3348_,12.1
_3991_,12.1
_0379_,12.085
_2399_,12.08
_3568_,12.08
_1380_,12.06
_3239_,12.06
_3810_,12.06
regfile_inst.registers\[30\]\[8\],12.05
net757,12.04
regfile_inst.registers\[16\]\[2\],12
regfile_inst.registers\[30\]\[30\],12
_3564_,11.96
regfile_inst.registers\[14\]\[28\],11.96
regfile_inst.registers\[15\]\[28\],11.96
regfile_inst.registers\[1\]\[12\],11.96
regfile_inst.registers\[5\]\[23\],11.96
net1070,11.96
_0508_,11.94
_1999_,11.94
_3041_,11.94
_3801_,11.94
_0319_,11.905
net985,11.9
_3299_,11.88
_3616_,11.88
_1477_,11.84
_2314_,11.84
net740,11.84
_2246_,11.82
net1155,11.82
_2731_,11.8
regfile_inst.registers\[18\]\[22\],11.79
_1113_,11.78
_2213_,11.78
regfile_inst.registers\[26\]\[15\],11.775
_2393_,11.76
_3331_,11.76
regfile_inst.registers\[1\]\[26\],11.76
regfile_inst.registers\[27\]\[31\],11.76
regfile_inst.registers\[7\]\[13\],11.76
_1969_,11.74
_2055_,11.74
_2098_,11.74
regfile_inst.registers\[1\]\[31\],11.74
regfile_inst.registers\[3\]\[6\],11.74
regfile_inst.registers\[30\]\[12\],11.735
_2811_,11.72
_3712_,11.72
_3749_,11.72
regfile_inst.registers\[31\]\[8\],11.72
_1270_,11.7
_2639_,11.7
_2705_,11.7
_3511_,11.7
_3689_,11.7
_1470_,11.685
_2099_,11.68
_2781_,11.68
regfile_inst.registers\[20\]\[12\],11.67
_0272_,11.665
_0608_,11.665
_2436_,11.66
_3199_,11.66
_3501_,11.66
_3702_,11.64
_1572_,11.62
_1721_,11.62
_2815_,11.62
regfile_inst.registers\[5\]\[30\],11.62
_2058_,11.58
_2109_,11.58
_3393_,11.58
_3507_,11.58
_3856_,11.58
net824,11.58
net1037,11.58
_3613_,11.56
_3756_,11.56
net359,11.56
net857,11.56
_0606_,11.52
_2022_,11.52
_0890_,11.5
_1281_,11.5
_2610_,11.5
net951,11.5
_1795_,11.48
_3055_,11.48
_3172_,11.48
net516,11.48
regfile_inst.registers\[11\]\[31\],11.46
regfile_inst.registers\[13\]\[23\],11.46
regfile_inst.registers\[26\]\[21\],11.45
net955,11.44
regfile_inst.registers\[30\]\[11\],11.435
regfile_inst.registers\[27\]\[0\],11.42
regfile_inst.registers\[27\]\[30\],11.42
_2581_,11.4
net698,11.4
regfile_inst.registers\[9\]\[28\],11.38
_0089_,11.365
_3124_,11.36
_3794_,11.36
_2847_,11.34
_2934_,11.32
_3024_,11.32
_3755_,11.32
_2802_,11.3
regfile_inst.registers\[23\]\[19\],11.3
_1233_,11.285
_2281_,11.28
_2561_,11.28
_3306_,11.28
_3492_,11.28
inputA[30],11.28
regfile_inst.registers\[13\]\[20\],11.28
regfile_inst.registers\[28\]\[15\],11.28
net743,11.28
_1327_,11.26
_2451_,11.26
_3036_,11.26
_0612_,11.255
RD2[6],11.25
RD2[7],11.25
_0222_,11.245
_0497_,11.245
_2678_,11.24
_3101_,11.24
_3313_,11.24
_3485_,11.24
_3619_,11.24
regfile_inst.registers\[19\]\[6\],11.24
net1209,11.24
_1386_,11.2
_1987_,11.2
_3363_,11.2
_3444_,11.2
_3494_,11.2
_3559_,11.18
_3697_,11.18
_0663_,11.165
_1430_,11.16
_3065_,11.16
_3981_,11.16
_4017_,11.16
_1748_,11.14
_1836_,11.14
_2660_,11.14
_3523_,11.14
_3539_,11.12
_3585_,11.12
net992,11.12
_0733_,11.1
_4014_,11.1
_2799_,11.08
_0028_,11.065
_1011_,11.065
regfile_inst.registers\[15\]\[31\],11.06
net388,11.06
_0799_,11.045
_2073_,11.04
_3526_,11.04
inputB[1],11.03
_0651_,11.025
_0706_,11.025
net662,11.02
_0344_,11
_1490_,11
_2215_,11
_2757_,11
_0560_,10.985
_3068_,10.96
regfile_inst.registers\[31\]\[9\],10.96
net735,10.96
_0763_,10.945
_3361_,10.94
_1704_,10.92
_3581_,10.92
regfile_inst.registers\[1\]\[2\],10.92
A1[4],10.91
RD2[3],10.91
_2427_,10.91
_1903_,10.9
_3514_,10.9
_1053_,10.885
_2948_,10.88
net661,10.88
_0482_,10.875
_0950_,10.875
_2697_,10.86
_2849_,10.86
_2941_,10.86
regfile_inst.registers\[26\]\[12\],10.855
regfile_inst.registers\[20\]\[11\],10.84
_3025_,10.82
inputB[11],10.82
net991,10.82
_0909_,10.785
_1412_,10.78
_2935_,10.78
_3311_,10.78
_3312_,10.78
_3401_,10.78
_3490_,10.78
_3500_,10.78
_3842_,10.78
net553,10.78
_0472_,10.765
net283,10.76
regfile_inst.registers\[15\]\[12\],10.75
_0193_,10.745
_0318_,10.745
_2153_,10.74
_2533_,10.74
_3330_,10.74
_0652_,10.705
_2605_,10.7
_2148_,10.68
_2454_,10.68
_0510_,10.665
_3843_,10.66
_4056_,10.66
net846,10.66
_0109_,10.64
_1204_,10.64
_2076_,10.64
regfile_inst.registers\[31\]\[17\],10.625
_3288_,10.62
regfile_inst.registers\[30\]\[21\],10.61
_0827_,10.605
_3294_,10.6
regfile_inst.registers\[27\]\[21\],10.58
regfile_inst.registers\[28\]\[3\],10.58
